Title*,url,Supplier,Category,Measurement Unit 1 Code,Measurement Unit 2 Code,Internal Notes, Cost Formula ,Description,[C1],[C2],Size 1 Label,Size 2 Label,Common Names
"Damper, AVO, 1.9"" Alum Dbl Adj (DAAWA100/75)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d115551a-8515-41d9-b36d-69449f4a1ce0&Action=View,AVO,Damper,[Not Used],[Not Used],,145,,,,,,
"Damper, Bilstein MDS Formula Student",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6eab0318-08da-4cb9-9327-cfff37e91b2b&Action=View,Bilstein ,Damper,[Not Used],[Not Used], AIR from ST,800,,,,,,
"Damper, Cane Creek Double Barrel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f09afe9b-f60a-4725-a8e8-0bcf26ead4c9&Action=View,Cane Creek,Damper,[Not Used],[Not Used],,300,,,,,,
"Damper, Cane Creek Double Barrel Air (DBAir)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=201c104a-df98-4d96-b257-98f5ccaa5e47&Action=View,Cane Creek,Damper,[Not Used],[Not Used],,310,,,,,,
"Damper, Cane Creek Double Barrel Inline (DBinline)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1d119380-396a-44e7-b23e-a88e0144e975&Action=View,Cane Creek,Damper,[Not Used],[Not Used],,175,,,,,,
"Damper, DNM Burner RCP",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a5cc1644-3407-4874-9709-d76e254d46db&Action=View,DNM,Damper,[Not Used],[Not Used],,190,,,,,,
"Damper, DT Swiss, M212",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4cd01e5d-bff4-4891-987c-9c66520ae7e3&Action=View,DT Swiss,Damper,[Not Used],[Not Used],,178,,,,,,
"Damper, DT Swiss, X313",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=250c4401-bab4-460f-be35-6cf6f93db8c2&Action=View,DT Swiss,Damper,[Not Used],[Not Used],,278,,,,,,
"Damper, DVO, Topaz T3 Air",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e42adde1-8150-44e4-9969-54e8d1224c5c&Action=View,DVO Suspension,Damper,[Not Used],[Not Used], 27MAR2017,250,,,,,,
"Damper, Elka Stage-5 MTB",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a0f5944c-4163-46cc-ba43-0a42cee07706&Action=View,Elka,Damper,[Not Used],[Not Used],,225,,,,,,
"Damper, Fox DHX 5.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2debb676-2751-40d1-bdbc-51d179894047&Action=View,Fox,Damper,[Not Used],[Not Used],,210,,,,,,
"Damper, Fox DHX2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3439c7ec-a41b-4b70-b1a4-d2587c16fb59&Action=View,Fox,Damper,[Not Used],[Not Used], 28MAR2019,320,,,,,,
"Damper, Fox Van R",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=aa7597c1-9307-41ae-8ff0-7ef9112b5b1c&Action=View,Fox,Damper,[Not Used],[Not Used],,125,,,,,,
"Damper, Fox Van RC",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=308f640c-4751-4914-8c45-0565bfbed649&Action=View,Fox,Damper,[Not Used],[Not Used],,160,,,,,,
"Damper, Fox Vanilla R",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=33310462-cd86-4971-a35c-5d582da0ad1c&Action=View,Fox,Damper,[Not Used],[Not Used],,190,,,,,,
"Damper, Hotbits 4WD DT1",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4875f925-1018-4702-8cee-39d40d04bdc5&Action=View,Hotbits,Damper,[Not Used],[Not Used],,260,,,,,,
"Damper, Kind Shock, KS-504",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1a18839d-d2d4-4349-8884-dd437accd073&Action=View,Kind Shock,Damper,[Not Used],[Not Used],,78,,,,,,
"Damper, Koni 3012",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b951218a-fe62-4e51-80af-9a3eaad3c14e&Action=View,Koni,Damper,[Not Used],[Not Used],,250,,,,,,
"Damper, Koni, Trax Spax DA, Double Adjustable",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=86b7e794-d9c8-47b3-a8dc-7636071e300c&Action=View,Koni,Damper,[Not Used],[Not Used],,181,,,,,,
"Damper, Koni, Trax Spax DA, Single Adjustable",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3507f52a-d829-4d57-be79-00f96134fc91&Action=View,Koni,Damper,[Not Used],[Not Used],,145,,,,,,
"Damper, KW GFw 3-Way Adjustable",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8b909d24-48c6-44fa-a7c3-a41f14b9d9a7&Action=View,KW,Damper,[Not Used],[Not Used],,375,,,,,,
"Damper, Manitou, Swinger 4 Way",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8f95c542-b840-4256-bfe8-e7448b3e200c&Action=View,Manitou,Damper,[Not Used],[Not Used],,100, Damper cost without spring,,,,,
"Damper, Marzocchi, Roco TST R",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0ef9df52-956c-4d43-a340-0e1798f35b97&Action=View,Marzocchi,Damper,[Not Used],[Not Used],,135, Damper cost without spring,,,,,
"Damper, Multimatic, DSSV Heave",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=98accebc-0243-42c5-8b86-8912972d2adc&Action=View,Multimatic,Damper,[Not Used],[Not Used], 11mar2020,850, Dynamic Suspension Spool Valve (DSSV) ,,,,,
"Damper, Multimatic, DSSV Roll",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=24739736-bb1c-446c-b3f5-7c0fda6607b6&Action=View,Multimatic,Damper,[Not Used],[Not Used], 11mar2020,1150, Dynamic Suspension Spool Valve (DSSV),,,,,
"Damper, Ohlins SD115",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0aa1003f-acfc-48be-bfb8-9202d3b89182&Action=View,Ohlins,Damper,[Not Used],[Not Used],,189,,,,,,
"Damper, Ohlins ST44",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e4f79371-b5ef-41d3-8b4c-9ce3908fd836&Action=View,Ohlins,Damper,[Not Used],[Not Used],,325,,,,,,
"Damper, Ohlins TTX 25",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6ae59efb-3006-430e-89fb-9eb2547a2ad4&Action=View,Ohlins,Damper,[Not Used],[Not Used],,305,,,,,,
"Damper, Ohlins TTX 36",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2235b299-a146-49e6-89c9-ffbb452aab81&Action=View,Ohlins,Damper,[Not Used],[Not Used],,500,,,,,,
"Damper, Penske 7800-Non-Adjustable Quarter Midget",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=466046ab-b830-42d6-b95e-267cfa4a1f56&Action=View,Penske,Damper,[Not Used],[Not Used],,117.5, Non-adjustable Quarter Midget,,,,,
"Damper, Penske 7800-Piggyback Dbl. Adj. (Kaz Tech.)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=350caaf6-6796-4438-b00f-f2a29f2fc031&Action=View,Penske/Kaz Tech,Damper,[Not Used],[Not Used],,337.5," Piggyback, Double Adjustable",,,,,
"Damper, Penske 7800-Piggyback Non-Adj.(Kaz Tech.)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f024d499-af8a-4eb3-9571-8f597f8c703c&Action=View,Penske/Kaz Tech,Damper,[Not Used],[Not Used],,255," Piggyback, Non-adjustable",,,,,
"Damper, Penske 8100",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7c4be1cf-ae04-4a6d-a359-97d66afdc43c&Action=View,Penske,Damper,[Not Used],[Not Used],,400,,,,,,
"Damper, Penske 8300",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=944a25d5-7287-49e0-80c7-23b4b95cd1d9&Action=View,Penske,Damper,[Not Used],[Not Used],,412.5,,,,,,
"Damper, Penske 8760",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4a0b28d1-424a-4727-aba2-da7e9e127978&Action=View,Penske,Damper,[Not Used],[Not Used],,660,,,,,,
"Damper, QA1, 82 Series, Twin tube",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ca69811c-0560-40b8-a6f5-1024e9de032b&Action=View,QA1,Damper,[Not Used],[Not Used], 13MAR2018 https://www.qa1.net/suspension/circle-track-shocks/82-series-aluminum-threaded-shock added cost of coilover kit since it wasnt included in base price.,99, No external adjustment,,,,,
"Damper, Quantum, One.Zero, single adjustable",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fa35819a-ba50-4ed6-b9b2-e90354f3317f&Action=View,Quantum racing,Damper,[Not Used],[Not Used],,195,,,,,,
"Damper, Quantum, Two.Zero, Two-way adjustable",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9bd6d266-9a96-4b08-a1ee-14784d346666&Action=View,Quantum racing,Damper,[Not Used],[Not Used],,325,,,,,,
"Damper, Quantum, Zero, non-adjustable",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=872ed6e8-8ff0-4067-87f3-876cc227de33&Action=View,Quantum racing,Damper,[Not Used],[Not Used],,140, No external adjustment,,,,,
"Damper, Risse Jupiter 5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ccdf2fe9-9802-4466-901d-43a959c5b804&Action=View,Risse Racing,Damper,[Not Used],[Not Used],,175,,,,,,
"Damper, Risse Jupiter 5R",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=45bc79cb-bd38-41d4-9b1c-e9ac72a6549d&Action=View,Risse Racing,Damper,[Not Used],[Not Used],,200,,,,,,
"Damper, Risse Jupiter 7R",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=cf977339-1966-43df-93b1-d3d4ec6c51c7&Action=View,Risse Racing,Damper,[Not Used],[Not Used],,300,,,,,,
"Damper, SRAM, Rock Shox, Vivid R2C",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b39eefe2-517c-4dd1-9e38-534c1a5c6d5b&Action=View,SRAM,Damper,[Not Used],[Not Used],,215,,,,,,
"Damper, Tanner",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c769b14b-3c49-46ce-baf1-e64c60d45498&Action=View,Tanner,Damper,[Not Used],[Not Used],,85,,,,,,
"Damper, Team Built, Reservoir Bladder",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e0d5d075-430f-40de-a896-0134e9c8ff83&Action=View,Any,Damper,[Not Used],[Not Used],,5,,,,,,
"Damper, X-Fusion Vektor DH 1.0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a77ad401-3827-4dc7-a075-3b9de4eee909&Action=View,X-Fusion,Damper,[Not Used],[Not Used],,170,,,,,,
"Damper, ZF Sachs, ETX36/15x",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=814b0ac5-3a33-4a2f-9c8b-4a7cf8062877&Action=View,ZF Sachs,Damper,[Not Used],[Not Used],,360,,,,,,
"Damper, ZF Sachs, Formula Student",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9ccc967c-9ef3-4d01-9094-93c90fcba2b2&Action=View,ZF Sachs,Damper,[Not Used],[Not Used],,512.05,,,,,,
"Damper, ZF Sachs, RD 36-2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2148094d-0721-4de2-aac2-d9d7eb9a8a19&Action=View,ZF Sachs,Damper,[Not Used],[Not Used],,370,,,,,,
"Dash Panel, ECUMaster, ADU5 Advanced Display",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1b7a05fc-59e4-4385-ae86-eaaca74f32f6&Action=View,ECUMaster,Electronics,[Not Used],[Not Used],,594.58,,,,,,
"Dash Panel, Racepak, G2X Display Dash",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=33d9bd45-cabf-4f16-8f8a-bf96d31a1d7f&Action=View,Racetek,Electronics,[Not Used],[Not Used],,125,,,,,,
"Dashboard, Translogic Systems, Micro Dash",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=94f871b8-2510-4d3d-895a-7cf0a8c26955&Action=View,Tanslogic Systems,Control Module,[Not Used],[Not Used],,314, Dash display,,,,,
"Dashpanel , Honda, CBR600F4i",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=dc2d4360-97fd-4b77-b75e-b2b09e8db9eb&Action=View,Honda,Electronics,[Not Used],[Not Used], 28mar2017,300,,,,,,
"Dashpanel, Aim, GS-Dash",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=000ed90e-2b6b-426e-8974-e76515eafadf&Action=View,Aim,Electronics,unit,[Not Used], 27mar2018 https://www.pegasusautoracing.com/productdetails.asp?RecID=27933,215,,,,,," Dashboard, Display, Dashpanel"
"Dashpanel, Haltech, Racepak IQ3 Display",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a35253e2-9af9-4018-96d7-7323329e8633&Action=View,Haltech,Electronics,[Not Used],[Not Used],,383,,,,,,
"Dashpanel, Honda, CBR600RR",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c9ad11cf-0274-49d3-b65d-c879b347d4db&Action=View,Honda,Electronics,[Not Used],[Not Used], 31mar2017,300,,,,,,
"Dashpanel, Memotec, G-Dash",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5cbce3b6-2a5b-468a-a7ec-95f540c823d1&Action=View,Memotec,Electronics,[Not Used],[Not Used], AIR from ST,204.75,,,,,,
"Dashpanel, Motec, M D175-2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f8bd4882-9f2e-4b06-b5e7-b5a38683cc66&Action=View,Motec,Electronics,[Not Used],[Not Used], 10APR2022 https://www.milspecwiring.com/D175-5-COLOR-DISPLAY_p_2857.html,,,,,,,
"Dashpanel, Performance Electronics, PE-Dash Kit",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=aaab9a97-1ef9-4447-9e1e-f8bf66b9f5ef&Action=View,Performance Electronics,Electronics,[Not Used],[Not Used], added 9mar2022 PE-Dash Kit – Panel Mount Part Number: 92005003,,,,,,,
"Dashpanel, Plex, SDM-500, Basic",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=680acd8c-28a7-4211-8791-304162abb9de&Action=View,Plex Tuning,Electronics,[Not Used],[Not Used], 28MAR2019 https://www.plex-tuning.com/products/plex-sdm-500-display-logger/,617.23, Basic non-GPS version,,,,," Dashboard, Display, Dashpanel"
"Dashpanel, Race Technology, Dash4Pro",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f262fa47-d966-41d1-b9b8-82ca39ded21c&Action=View,Race Technology,Electronics,[Not Used],[Not Used], AIR from ST,339.50,,,,,,
"Dashpanel, Trail Tech, Vapor",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e571c784-5bae-4307-a604-d4f29a9a70d8&Action=View,Trail Tech,Electronics,[Not Used],[Not Used],,62,,,,,,
"Datalogger, 2D, Formula Student Data Logger",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b6996b34-565c-4840-9177-93743b64d6d3&Action=View,2D,Control Module,[Not Used],[Not Used],,1020, 2D Debus & Diebold MeBsysteme GmbH,,,,,
"Datalogger, AEM, AQ-1",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d531ba74-0f46-47e7-add6-190ab2442607&Action=View,AEM,Control Module,[Not Used],[Not Used], 25MAY2017,0, NO SCREEN DATALOGGER,,,,,
"Datalogger, Aim EVO4",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5618b371-1a34-47ab-9e42-4577421eed3d&Action=View,AIM,Control Module,[Not Used],[Not Used],,0, No screen data logger,,,,,
"Datalogger, Aim EVO5",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=018ec0aa-10cf-40f3-a661-622132129610&Action=View,AIM,Control Module,[Not Used],[Not Used], 26mar2018,0, No screen datalogger,,,,,
"Datalogger, Aim MXL 2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6bfb0c94-2711-4368-8877-775ac1c92089&Action=View,AIM,Control Module,[Not Used],[Not Used], AIR from ST,1000, Dash display data logger,,,,,
"Datalogger, Aim MXL Pista",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4125c87a-35ee-4a72-aadc-d28de4419ee7&Action=View,AIM,Control Module,[Not Used],[Not Used],,1000, Dash display data logger,,,,,
"Datalogger, Bosch, DDU 7",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d7bccb60-774a-45d5-8142-da2a859e6a8c&Action=View,Bosch,Control Module,[Not Used],[Not Used], AIR from ST,2350, Dash display with data logger,,,,,
"Datalogger, Ipetronik, IPEhub2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3cb7178a-1a3d-4fc0-82e8-84c4c108c590&Action=View,Ipetronik,Control Module,[Not Used],[Not Used],,0, No screen datalogger,,,,,
"Datalogger, Motec, ACL",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ef040202-ec92-4d97-9b0d-00be0e83a7c7&Action=View,Motec,Control Module,[Not Used],[Not Used],,0, no screen Datalogger,,,,,
"Datalogger, Motec, ADL",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2ec4a8d9-1b45-4f0c-9d5e-a0f5c71008e0&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1490, Dash display with data logger,,,,,
"Datalogger, Motec, ADL2",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=31a29b23-8179-470d-95a4-91fe870e18d1&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1490, Dash display with data logger,,,,,
"Datalogger, Motec, ADL3",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fd9251b2-119f-4f29-a8e5-7dba3dadbf42&Action=View,MoTeC,Control Module,[Not Used],[Not Used], AIR from ST,1490, Dash display with data logger,,,,,
"Datalogger, Motec, C125",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9a21d97c-ebc3-4e93-9892-f55602282093&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1555, Dash display with data logger,,,,,
"Datalogger, MoTeC, C185 ",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e8d6131e-7d83-415c-808c-479b221c595e&Action=View,MoTeC,Control Module,[Not Used],[Not Used]," by Steve Taylor, in Inquiry #4423",2695,,,,,,
"Datalogger, Motec, CDL3",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b1b58aca-9a51-4df5-ba9d-45b0356c0371&Action=View,MoTeC,Control Module,[Not Used],[Not Used],,1200, Dash display,,,,,
"Datalogger, Motec, M SVIM",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2ef97a6a-7b69-4ded-8773-ad10e8a4afc8&Action=View,Motec,Control Module,[Not Used],[Not Used], 10APR2022 https://www.milspecwiring.com/Synchronous-Versatile-Input-Module-SVIM_p_206.html,,,,,,,
"Datalogger, Murphy, Powerview 450",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1fa8bc70-f6c7-4aa7-861f-09272deeaaa2&Action=View,Murphy,Control Module,[Not Used],[Not Used], AIR from ST,450, Dash display with data logger,,,,,
"Datalogger, Race Technologies, DL1",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ade9f6b2-70c1-4832-8746-9bf0b0999a49&Action=View,Race Technologies,Control Module,[Not Used],[Not Used], AIR from ST,0, No screen data logger,,,,,
"Datalogger, Racepak, G2X Extreme",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d1ec69d3-2d83-4ba0-acbd-d4443d49b761&Action=View,Racetek,Control Module,[Not Used],[Not Used], 27MAR2017,0, No screen datalogger,,,,,
